"genotype_id","Marker_1","Marker_2","n_observed","z_true","n_tested","timepoint","village","latitude","longitude","genotype","village_id"
7,"SS","RR",0,0.0433947291384785,10,1,"px_kigali_6",-1.85416666666733,30.020833333335,"SSRR",6
8,"SR","RR",5,0.29094619868549,10,1,"px_kigali_6",-1.85416666666733,30.020833333335,"SRRR",6
9,"RR","RR",4,0.487672651790702,10,1,"px_kigali_6",-1.85416666666733,30.020833333335,"RRRR",6
1,"SS","SS",0,0.000256791543615129,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"SSSS",6
2,"SR","SS",0,0.00226069606408684,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"SRSS",6
3,"RR","SS",0,0.00403793429229491,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"RRSS",6
4,"SS","SR",0,0.00598667321220638,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"SSSR",6
5,"SR","SR",2,0.052704416887238,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"SRSR",6
6,"RR","SR",0,0.0941378081225385,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"RRSR",6
7,"SS","RR",1,0.032928925295115,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"SSRR",6
8,"SR","RR",2,0.289893860059691,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"SRRR",6
9,"RR","RR",5,0.517792894523215,10,2,"px_kigali_6",-1.85416666666733,30.020833333335,"RRRR",6
1,"SS","SS",0,0.00129992026625009,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"SSSS",7
2,"SR","SS",0,0.00867529441902605,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"SRSS",7
3,"RR","SS",0,0.0144741056839989,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"RRSS",7
4,"SS","SR",0,0.014027137179432,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"SSSR",7
5,"SR","SR",3,0.0936130838537351,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"SRSR",7
6,"RR","SR",2,0.156186707177614,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"RRSR",7
7,"SS","RR",0,0.0378408935082296,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"SSRR",7
8,"SR","RR",1,0.25253925243423,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"SRRR",7
9,"RR","RR",4,0.421343605477484,10,1,"px_kigali_7",-1.85416666666733,30.0625000000017,"RRRR",7
1,"SS","SS",0,0.000902996486233901,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"SSSS",7
2,"SR","SS",0,0.00717593675118503,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"SRSS",7
3,"RR","SS",0,0.012500404444275,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"RRSS",7
4,"SS","SR",0,0.0109326596099826,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"SSSR",7
5,"SR","SR",1,0.0868797111389299,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"SRSR",7
6,"RR","SR",4,0.151343520002327,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"RRSR",7
7,"SS","RR",0,0.0320431363217314,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"SSRR",7
8,"SR","RR",0,0.25464054739941,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"SRRR",7
9,"RR","RR",5,0.443581087845924,10,2,"px_kigali_7",-1.85416666666733,30.0625000000017,"RRRR",7
1,"SS","SS",0,0.0628162157041085,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"SSSS",8
2,"SR","SS",0,0.0247894474483122,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"SRSS",8
3,"RR","SS",0,0.00244569295493028,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"RRSS",8
4,"SS","SR",7,0.293022909716406,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"SSSR",8
5,"SR","SR",3,0.115636956797626,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"SRSR",8
6,"RR","SR",0,0.01140858388067,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"RRSR",8
7,"SS","RR",0,0.341720782830337,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"SSRR",8
8,"SR","RR",0,0.134854818823712,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"SRRR",8
9,"RR","RR",0,0.0133045918438979,10,1,"px_kigali_8",-1.85416666666733,30.1041666666683,"RRRR",8
1,"SS","SS",0,0.0559482157340637,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"SSSS",8
2,"SR","SS",0,0.024399599294181,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"SRSS",8
3,"RR","SS",0,0.0024702382521278,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"RRSS",8
4,"SS","SR",3,0.2785254923053,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"SSSR",8
5,"SR","SR",0,0.121467866603049,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"SRSR",8
6,"RR","SR",0,0.0122975204170163,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"RRSR",8
7,"SS","RR",4,0.341082085872579,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"SSRR",8
8,"SR","RR",1,0.14874944826252,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"SRRR",8
9,"RR","RR",2,0.0150595332591635,10,2,"px_kigali_8",-1.85416666666733,30.1041666666683,"RRRR",8
1,"SS","SS",8,0.568511484201661,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"SSSS",9
2,"SR","SS",0,0.281895835939655,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"SRSS",9
3,"RR","SS",0,0.0349444402312051,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"RRSS",9
4,"SS","SR",2,0.0713786831353832,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"SSSR",9
5,"SR","SR",0,0.0353930467719156,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"SRSR",9
6,"RR","SR",0,0.00438740147898535,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"RRSR",9
7,"SS","RR",0,0.00224046327519239,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"SSRR",9
8,"SR","RR",0,0.00111093141546534,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"SRRR",9
9,"RR","RR",0,0.000137713550536472,10,1,"px_kigali_9",-1.85416666666733,30.145833333335,"RRRR",9
1,"SS","SS",10,0.554153130067362,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"SSSS",9
2,"SR","SS",0,0.290759835820392,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"SRSS",9
3,"RR","SS",0,0.0365885427058011,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"RRSS",9
4,"SS","SR",0,0.0721639825906105,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"SSSR",9
5,"SR","SR",0,0.0378638802015626,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"SRSR",9
6,"RR","SR",0,0.00476470277902478,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"RRSR",9
7,"SS","RR",0,0.00232971853295658,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"SSRR",9
8,"SR","RR",0,0.00122238518812993,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"SRRR",9
9,"RR","RR",0,0.000153822114160424,10,2,"px_kigali_9",-1.85416666666733,30.145833333335,"RRRR",9
1,"SS","SS",0,0.0527935219506642,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"SSSS",10
2,"SR","SS",1,0.179430348277276,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"SRSS",10
3,"RR","SS",3,0.152458335291445,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"RRSS",10
4,"SS","SR",1,0.064652161104693,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"SSSR",10
5,"SR","SR",2,0.219734530966402,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"SRSR",10
6,"RR","SR",3,0.186703983572586,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"RRSR",10
7,"SS","RR",0,0.0197936308333218,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"SSRR",10
8,"SR","RR",0,0.0672729899970252,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"SRRR",10
9,"RR","RR",0,0.057160498006587,10,1,"px_kigali_10",-1.85416666666733,30.1875000000017,"RRRR",10
1,"SS","SS",0,0.0500613998291401,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"SSSS",10
2,"SR","SS",0,0.176523637510218,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"SRSS",10
3,"RR","SS",0,0.151480261225487,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"RRSS",10
4,"SS","SR",0,0.0627761398956575,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"SSSR",10
5,"SR","SR",1,0.221357624857734,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"SRSR",10
6,"RR","SR",8,0.189953658958347,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"RRSR",10
7,"SS","RR",0,0.0195771516504108,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"SSRR",10
8,"SR","RR",1,0.0690318295775681,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"SRRR",10
9,"RR","RR",0,0.0592382964954368,10,2,"px_kigali_10",-1.85416666666733,30.1875000000017,"RRRR",10
1,"SS","SS",0,0.0784837758299831,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"SSSS",11
2,"SR","SS",6,0.308433171453513,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"SRSS",11
3,"RR","SS",4,0.303027664786346,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"RRSS",11
4,"SS","SR",0,0.0320067593330693,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"SSSR",11
5,"SR","SR",0,0.125783274118121,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"SRSR",11
6,"RR","SR",0,0.12357883442164,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"RRSR",11
7,"SS","RR",0,0.00326319877006851,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"SSRR",11
8,"SR","RR",0,0.0128240357333946,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"SRRR",11
9,"RR","RR",0,0.0125992855538657,10,1,"px_kigali_11",-1.85416666666733,30.2291666666683,"RRRR",11
1,"SS","SS",0,0.0757407833934345,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"SSSS",11
2,"SR","SS",5,0.306443812036972,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"SRSS",11
3,"RR","SS",4,0.303450004567336,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"RRSS",11
4,"SS","SR",0,0.0314714441645662,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"SSSR",11
5,"SR","SR",0,0.127332051346783,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"SRSR",11
6,"RR","SR",1,0.126088078939861,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"RRSR",11
7,"SS","RR",0,0.00325591887697194,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"SSRR",11
8,"SR","RR",0,0.0131733017225289,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"SRRR",11
9,"RR","RR",0,0.0130446049515465,10,2,"px_kigali_11",-1.85416666666733,30.2291666666683,"RRRR",11
1,"SS","SS",0,0.0981354217049579,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"SSSS",12
2,"SR","SS",0,0.029858817929157,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"SRSS",12
3,"RR","SS",0,0.00227122121829647,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"RRSS",12
4,"SS","SR",4,0.34753159243721,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"SSSR",12
5,"SR","SR",4,0.105740438701232,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"SRSR",12
6,"RR","SR",1,0.00804318270669716,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"RRSR",12
7,"SS","RR",1,0.307682500478164,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"SSRR",12
8,"SR","RR",0,0.0936158993577864,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"SRRR",12
9,"RR","RR",0,0.00712092546649967,10,1,"px_kigali_12",-1.85416666666733,30.270833333335,"RRRR",12
1,"SS","SS",1,0.095553275166067,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"SSSS",12
2,"SR","SS",0,0.0298431029925214,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"SRSS",12
3,"RR","SS",0,0.00228614390839665,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"RRSS",12
4,"SS","SR",9,0.344117808822847,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"SSSR",12
5,"SR","SR",0,0.107474528658626,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"SRSR",12
6,"RR","SR",0,0.00823313309819997,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"RRSR",12
7,"SS","RR",0,0.308695048032959,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"SSRR",12
8,"SR","RR",0,0.0964113275627465,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"SRRR",12
9,"RR","RR",0,0.00738563175763731,10,2,"px_kigali_12",-1.85416666666733,30.270833333335,"RRRR",12
1,"SS","SS",0,0.0268822750095702,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"SSSS",13
2,"SR","SS",0,0.0189141196461412,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"SRSS",13
3,"RR","SS",0,0.00332694983837178,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"RRSS",13
4,"SS","SR",4,0.188813807752281,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"SSSR",13
5,"SR","SR",3,0.1328476458707,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"SRSR",13
6,"RR","SR",0,0.0233675932174706,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"RRSR",13
7,"SS","RR",1,0.331544242310236,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"SSRR",13
8,"SR","RR",2,0.233271457300864,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"SRRR",13
9,"RR","RR",0,0.0410319090543658,10,1,"px_kigali_13",-1.895833333334,29.9791666666683,"RRRR",13
1,"SS","SS",0,0.0121313117633942,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"SSSS",13
2,"SR","SS",0,0.0146512907514091,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"SRSS",13
3,"RR","SS",0,0.00287319328928529,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"RRSS",13
4,"SS","SR",1,0.124247909994734,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"SSSR",13
5,"SR","SR",2,0.15005733016282,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"SRSR",13
6,"RR","SR",0,0.0294270123600146,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"RRSR",13
7,"SS","RR",1,0.272691296650341,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"SSRR",13
8,"SR","RR",6,0.329336146867357,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"SRRR",13
9,"RR","RR",0,0.064584508160645,10,2,"px_kigali_13",-1.895833333334,29.9791666666683,"RRRR",13
1,"SS","SS",0,0.0210278937977803,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"SSSS",14
2,"SR","SS",0,0.00101952173507184,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"SRSS",14
3,"RR","SS",0,0.0000123576876040387,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"RRSS",14
4,"SS","SR",4,0.241099873502475,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"SSSR",14
5,"SR","SR",1,0.0116895474041624,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"SRSR",14
6,"RR","SR",0,0.000141689745381505,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"RRSR",14
7,"SS","RR",5,0.691095712725414,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"SSRR",14
8,"SR","RR",0,0.0335072597814289,10,1,"px_kigali_14",-1.895833333334,30.020833333335,"SRRR",14
